sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
STAT,0005B4FD,RockPileL03RiverbedEdge,16,15,66468,-43496,65091,778.9
STAT,0006F746,ImpExtIceSupport01,16,7,17509,-36986,115224,1548.4
STAT,00074D19,DwePlatWall01SnowLight,16,1,99153,76187,662,0.1
STAT,00052EF2,MountainTrim02PineForest01,16,15,-971,-9750,112288,1259.4
ACTI,00046EFF,defaultSetStageTRIGSpecificActor,16,9,4048,-52967,65909,405.6
STAT,000C2CBE,BurntWoodbeam01,16,3,16005,-83621,1195,0.2
ACTI,0010E4B1,dunCGFireDamageTriggerBox,16,3,17704,-81766,2146,0.5
WEAP,0003B562,LongBow,16,12,-14792,-8919,107644,1706.5
STAT,000627E1,WRStableStr01,16,7,23435,-12423,8860,7.9
STAT,0006EAA7,WRFence64Ramp01,16,6,25744,-13893,9131,6.6
STAT,000ACB08,HagravenDeadElk01,16,16,-88844,-10985,89338,1112.1
MSTT,000ACAF4,HagravenBowl01,16,12,-67095,7964,113685,1421.8
STAT,000C49EC,BoneHumanLegRStatic,16,9,44339,-18036,123924,1726.5
STAT,000800D9,ImperialTentLarge,16,7,-32728,-5322,109574,1812.1
STAT,0008943F,RTLeaves01,16,6,110565,-67470,122706,489.1
STAT,0005FBC0,DwePipe1way01,16,8,104860,-53600,113453,1032.8
STAT,0005FBC7,DwePipeBroken01,16,6,104871,-54223,113157,987.2
STAT,000B0144,RoadStraightLong02FallForestDirt01,16,13,168091,-102488,36606,52.5
STAT,00026FC8,NorTempleExteriorRibFree04,16,13,-53727,-8353,112373,2458.2
STAT,0004195D,RockCliff02ReachDirt01Rocks01,16,15,-147539,31708,29552,195.9
STAT,00053925,RockPileM01ReachDirt01,16,14,-138332,26582,40316,299.6
STAT,0007AAD9,RockCliff05ReachGrass01,16,13,-140439,18527,46202,372.4
STAT,00052B5B,DwePlatWall01,16,2,-131998,9703,30996,4.2
MSTT,000F3DDE,NorExtWallBg1Way01Water,16,5,-88734,-33997,4223,2.4
STAT,000F026C,BFXOilBarrelClosed01Static,16,2,-41768,-85041,1221,0.2
STAT,0010C4A7,INV_SkyrimCloudShape02,15,15,50469,16158,104763,1751.4
FURN,00037A1E,InvisibleChairMarkerF,15,12,-37231,13659,101176,2253.7
IDLM,000B70F5,animalLayingDownIdleMarker,15,13,36617,-4326,135373,2781.4
FURN,000289D8,RuinsBench01,15,8,-43550,21142,111312,1186.8
STAT,0004D7AF,WalkwayStairs1,15,10,10813,-33271,96079,1535.4
STAT,00073CEA,BoneMammothSkull3,15,13,48474,-2228,106144,909.5
STAT,0006E10B,MountainTrim02FieldGrass01,15,14,-52089,29429,57974,429.1
ACTI,0010D063,MineOreIron03_LTundraRocks,15,15,-42901,6893,48818,437.4
STAT,0005CCE4,ShackWallTop01,15,9,7704,12650,101047,1585.9
STAT,0003E232,ImpRubblePiece04,15,10,105540,-59457,78469,980.9
STAT,0001608F,TundraStreamStraight01Tundra01,15,14,-19664,-1710,30725,167.0
STAT,00041EC7,FarmBench01Static,15,14,4958,-10336,110075,1982.6
STAT,000A4E74,GiantMortar01,15,11,6952,20354,62532,752.4
STAT,0006F761,ImpExtIceBldgCorner02,15,11,-39530,60300,113753,1182.0
STAT,00026FD8,NorTmpExtPlatStairMid02Light_SN,15,11,-21748,50869,60171,311.0
STAT,000E25DC,CommonTableLow02,15,15,22964,22441,106134,2299.0
WEAP,0006A0BC,DummyWarAxe,15,15,945,22964,126798,2688.6
STAT,000765FB,DweRubblePile08Snow,15,7,54827,28025,87334,657.9
STAT,0005B094,DwePlatBgCorOut01,15,11,99144,-8936,129664,1857.0
STAT,000681C0,FirewoodPileSmall01_LightSN,15,12,35510,78479,59190,566.6
STAT,000936E9,RockPileL02TundraRocks01,15,12,-43908,16970,42077,359.6
STAT,0003E631,CaveLamp02,15,10,-73060,-7456,82379,1430.3
MISC,00034CCE,RuinsScalpel,15,11,24217,-2848,112080,1672.4
ACTI,0010D049,MineOreCorundum03_LRocks,15,15,57700,-23578,121415,2871.2
STAT,00035F4B,Campfire01LandOff,15,14,22792,-919,113740,2358.1
STAT,0005C107,DirtCliffs03Snow01Snow,15,11,36610,713,110965,1618.3
STAT,0005C035,PeltHanging01,15,13,-5498,-692,120313,3216.5
CONT,00054174,SpitPotClosedLoose01,15,14,6870,36740,113028,2622.7
STAT,0006F73E,ImpExtIceRubble01,15,10,5864,-11545,119711,1860.5
ACTI,0010D062,MineOreIron03_LSnowRocks,15,15,29255,51770,118319,2176.7
STAT,000C7A12,BoneHumanArmLStaticSnow,15,11,15595,57816,108807,2530.1
STAT,0007C41E,BoneMammothRibsSnow,15,6,75440,21281,58904,117.3
STAT,00034CE1,NorSarcophagusBottom,15,8,21832,-23272,88282,1216.2
STAT,000BACAD,RockCliff01Rocks01,15,12,102109,-18194,108015,1795.3
STAT,00058EFB,RockPileL02RiverbedEdge,15,12,32882,-11052,106612,1468.5
STAT,000C1DC4,ImpExtIceBldgStraight04_NoIce,15,4,84350,-12966,67810,16.9
STAT,00042D04,NorSculptureHead01,15,11,17680,-17930,95572,1529.9
STAT,00061475,MountainTrim01RiverBottom01,15,13,-87190,-19666,97337,1229.5
STAT,000C2CB5,BurntRubble04,15,3,19173,-79729,2168,0.3
FLOR,00034D2D,HangingElvesEar01,15,11,-55647,-254,121116,3062.3
STAT,000ACB02,HagravenDeadSpriggan02,15,13,-69959,-12829,108345,2000.3
STAT,000BC54B,RoadChunkM03FallForestDirt01,15,9,138533,-91897,37413,199.3
STAT,000C49EA,BoneHumanHandRStatic,15,7,7260,-50261,70389,936.4
STAT,000C49E9,BoneHumanHandLStatic,15,8,22194,-45449,73217,899.0
STAT,000B0149,RoadCurveLong45R01FallForestDirt01,15,13,142014,-93722,27186,127.7
STAT,00036ABF,DweRubblePile01,15,9,-89413,384,128648,766.2
STAT,00093A89,WHfirebrazier01,15,6,137224,33892,3724,2.0
MISC,000F2013,WineBottle01BEmpty,15,5,-48033,94819,80980,988.3
STAT,00041CD8,RockPileL03ReachGrass01,15,15,-138664,34225,28213,168.2
STAT,00056ACD,DirtCliffs03Moss,15,14,-121137,7349,45160,300.9
STAT,000D8759,Slightpost01,15,10,-69163,110338,14061,34.0
STAT,000B01D8,RockPileL02FrozenMarshLichen01,15,13,-35794,77577,16922,68.2
ACTI,000DDF4C,critterSpawnFirefly24x7,15,13,-48348,86648,14261,44.6
AMMO,00038341,FalmerArrow,15,1,-91899,67216,252,0.0
ACTI,000CAF75,DragonMoundBase,14,13,12008,-24552,125921,2198.4
FURN,0006E7A6,CommonChair01FL,14,11,-3741,2096,130992,2257.1
ACTI,000CAF74,DragonMoundDirtCapPlaced,14,14,-10229,-11252,121923,2263.4
FURN,0006D911,CommonChair01L,14,14,33548,-22326,124612,2779.2
WEAP,000135B8,Imperialsword,14,8,60417,5196,104927,1365.7
STAT,0010C4C9,INV_SkyrimCloudDistant02_50,14,14,33137,-45830,70334,1039.2
STAT,0009D46D,GiantObelisk04_MountainSlab,14,9,34186,-6645,82060,701.7
ALCH,00064B3E,FoodLeeksGrilled,14,12,65531,-1191,115236,2627.9
MISC,0006717F,Broom01,14,12,22582,-3862,136936,3057.8
STAT,00067164,WRWallRubblePile03,14,10,22478,-1483,15253,22.0
STAT,0001EFA2,RockPileL04,14,14,-19225,-32809,78080,1245.9
MSTT,0002F5B1,FXcobwebDangle02,14,11,-28602,11374,102892,1902.6
FLOR,0004DA06,FloraMushroom03,14,9,53639,-37902,86486,1129.2
STAT,000B2428,RoadSCurveR01Snow,14,14,80179,42329,77417,1322.7
STAT,0005B09C,DwePlatBgWall01,14,8,10721,-3529,164846,1873.0
FLOR,0004D9FF,FloraMushroom01,14,12,-1890,-40957,111247,2022.7
STAT,00096EDE,RockPileL02Rocks01Heavy_SN,14,12,68022,-11469,115542,2184.4
MISC,00012FE8,Basket02,14,13,50828,-12814,124620,2545.9
STAT,000513B4,ImpExtBldgSecondStraight03,14,7,87436,-29267,100761,1195.9
STAT,000513B7,ImpExtBldgSecondCorner02,14,8,40343,-28368,107504,1005.3
STAT,0002EB0E,FXGlowFillRoundMid,14,11,57834,51360,114057,2409.0
STAT,0005C017,PeltFloor03,14,14,22404,8785,128497,2508.9
STAT,0003E225,ImpStoneBlock05,14,8,85767,-45358,59092,1013.0
STAT,0004F8E9,ShipWoodplanks01,14,6,33602,90270,139047,1927.9
STAT,00060E2F,RockPileM02Dirt01,14,12,28318,-14122,105579,2004.7
STAT,00091A0E,WalkwayStairs1Snow,14,5,132884,47172,42261,206.9
ALCH,00065C97,FoodBread01A,14,12,13701,11210,122640,2300.2
CONT,00024CA5,Dresser01,14,12,49360,10772,115088,2460.5
STAT,0001E680,NorTowerRuinsIntBotFloor01,14,14,-31726,-13080,124385,2079.1
STAT,0001E684,NorTowerRuinsIntTopFloorStairs01,14,12,-71712,6439,95117,1286.2
STAT,0005C036,PeltHanging02,14,11,-12563,4040,124481,3041.3
STAT,000180E2,IcebergLarge_LightSN,14,14,111363,96430,27556,124.8
STAT,00028A83,NorTmpExtDebris01Snow,14,9,-12712,51944,61880,1165.8
STAT,0006E129,MountainCliffSlopeRocks01,14,13,46593,-2392,115010,2042.9
STAT,00089769,RockCliff07VolcanicDirt01,14,14,132299,-13710,19888,89.0
MSTT,00077775,FXSmokeWispsLg1x1,14,12,19470,-14806,138416,1617.8
STAT,000924A4,MountainTrim01VolcanicDirt01,14,12,126605,-14666,17725,42.8
STAT,0005E83F,NorTmpExtPlatWall02_LightSN,14,8,23076,73310,119293,1510.9
STAT,00105564,WinterholdExtRing01,14,1,116384,111648,0,0.0
STAT,0005DCE2,RockPileS03PineForest02,14,12,6723,-41393,98265,575.4
STAT,0006EAAC,WRFenceCor01,14,6,24442,-15410,7763,9.0
MSTT,00101CF3,FXAmbSnowBlowingPlaneHeavy,14,8,49416,-50710,10627,15.9
STAT,000513B9,ImpExtBldgSecondCorner04,14,10,-35157,-20817,90346,1546.0
MSTT,0003441F,FXWaterfallThin4096x256,14,11,-14973,-39497,102534,861.4
STAT,000513B2,ImpExtBldgSecondStraight01,14,8,75652,-27754,111239,1127.3
STAT,000B0170,RoadChunkS01FallForestDirt01,14,6,157124,-97570,5640,5.3
STAT,0008CC94,DweCivWarWallEndpost01,14,7,-157317,20698,27576,152.8
STAT,00058EF5,DirtCliffs05Moss,14,13,-133819,27602,40699,230.7
STAT,0002754F,SkyrimCloudDistant01_O,13,13,26257,-59386,155309,3680.4
STAT,000273E8,SkyrimCloudShape01_50,13,13,104582,-16609,102400,1407.5
STAT,000AAA36,PracticeDummy02,13,11,-26109,-23987,65688,1001.2
ACTI,00046EC6,StockadeBarricade01ActivatorLight_SN,13,4,2953,70031,65789,14.2
WEAP,0006A0B8,DummyGreatSword,13,13,-29989,-4417,115171,2805.5
STAT,00027481,SkyrimCloudDistant02_O,13,13,56871,-65534,100192,1446.6
STAT,000273B0,SkyrimCloudShape03,13,13,-35818,28859,120008,2244.7
STAT,00027437,SkyrimCloudDistant04_O_50,13,13,98476,-68893,115328,2568.3
MSTT,0005B8F6,Hoe,13,9,14738,-1680,127656,990.0
STAT,0005CCDB,ShackRoofMid01,13,7,24596,3006,108119,1633.3
ACTI,0004A047,TrapBoneAlarmHorizontal,13,7,-109679,-14602,56652,324.9
STAT,00067168,WRWallRubblePile02,13,5,20000,-3754,9248,5.9
CONT,0010AAD2,TreasStrongBox,13,13,20169,-15966,111805,2179.5
WEAP,0006A0BB,DummyBattleaxe,13,13,25010,23162,114232,2507.1
STAT,00089F34,WRWallStrUp128,13,8,23401,-4891,4463,4.0
STAT,0006F75A,ImpExtIceWall04,13,9,22560,28774,94979,1122.0
ACTI,0010D04D,MineOreCorundum04_LSnowRocks,13,13,51541,68752,52738,537.1
STAT,0006F74A,ImpExtIceTowerShellBase01,13,9,-7669,52222,117622,1568.4
STAT,0001AE18,StockadeBarrier01,13,7,-37224,-2843,110830,1380.8
STAT,0002EE93,RockL04SnowCustom01,13,10,31606,62976,52683,288.4
STAT,000765F9,DweRubblePile06Snow,13,7,88937,12660,91893,720.3
STAT,0007660A,DwePlatBgStairSingle01Snow,13,7,64068,37048,76043,290.0
STAT,00028A89,NorTmpExtDebris07Snow,13,11,-33131,44183,106199,1785.2
ARMO,00012E4D,ArmorIronHelmet,13,13,-41777,24508,101254,2186.0
STAT,00055117,DweFacadeHallSm1way01,13,8,19726,38010,116280,728.0
STAT,0006C0E9,NorExtWallBg1WayCurve01snow,13,9,91523,-18795,123494,1188.9
STAT,0003F7EE,RuinsBrokenBench02,13,10,-36243,-3507,126317,1957.6
STAT,00025849,NorDwelling04ExtBaseBSnow,13,10,51157,43522,98089,2286.9
STAT,000BDAB4,RockPileM03Rocks_HeavySN,13,12,54787,6497,74694,970.4
STAT,000C2C1E,CrateSmall01Weathered_LightSN,13,9,40501,80307,93056,400.4
STAT,00026FCD,NorTempleExteriorRibFree05Snow,13,11,17671,-14498,118657,2765.8
STAT,000B4A7E,RockCliff08CoastBeach01,13,13,-18791,130777,81397,420.9
MISC,00034CD0,RuinsScrewTool,13,10,26382,-30929,92648,1240.8
CONT,000ACD6F,TreasSatchel,13,13,-441,4131,132721,2479.3
STAT,0006F76A,ImpExtIceBldgMid03,13,5,-88948,65486,121200,967.5
STAT,00033C0E,RockCliff05CoastBeach01,13,13,518,128008,99310,486.5
ACTI,0004DCAE,defaultAddMusicTrigger,13,13,6290,2013,132142,3004.4
STAT,00028A8A,NorTmpExtDebris08Snow,13,12,2883,31151,95972,1364.9
STAT,0005DFE4,NorDragonStatueMetal02Snow,13,6,25318,-22971,105527,869.4
STAT,00039393,RockPileL02Wet,13,11,36002,40670,94323,1009.8
STAT,0001D4AB,NorPlatCorOut01,13,4,45259,-11278,76446,289.0
CONT,0001C4AA,TreasRuinsUrnLarge02,13,9,-65580,43854,80315,1115.2
STAT,000AD254,RockCaveEntrance02,13,13,-10229,-10480,123009,2366.9
STAT,000C1DB8,ImpExtIceWallDivider01_NoIce,13,4,112061,11137,37569,11.7
STAT,0002A293,StockadeWallCornerIn01Light_SN,13,9,-7404,10955,131821,1329.5
MISC,00071CF3,OreIron,13,5,27681,-12724,150558,1990.0
STAT,00022666,RockPileM02RiverBottom01,13,11,114749,72973,78377,820.6
STAT,0005B7E1,DirtCliffs02PineForest02,13,13,13818,-62246,71843,443.1
STAT,000C4B9A,BurntRubbleNoDirt05,13,6,28891,-69997,67766,880.0
ACTI,000A914E,critterSpawnInsects_Bees,13,10,46152,-60736,80766,1036.4
STAT,00063F72,WRScafStr01,13,4,17851,-8239,3630,0.8
STAT,0006E043,MountainCliffSlopePineForest01,13,13,132759,-38024,55275,251.3
STAT,00078640,HHSteps10_HeavySN,13,6,58266,-64508,10692,15.9
MSTT,000ACAF7,HagravenElkHorn01,13,7,89375,-16745,108670,1224.3
MSTT,000ACAF8,HagravenDeadSkeeverHead01,13,12,-60178,-20149,112890,867.3
STAT,000C49F0,BoneHumanSpineStatic,13,5,16133,-53542,63257,498.0
STAT,00044B82,NorExtWallBg1WayArch01,13,8,-28341,17992,51083,435.0
STAT,0005EA7E,RockCliff02FallForestDirt01,13,10,110015,-74211,38558,245.8
STAT,000C49EB,BoneHumanLegLStatic,13,10,42356,-14112,117583,1794.0
STAT,0005B096,DwePlatBgMid02,13,5,-12193,-2330,160910,1002.2
STAT,00074EBB,DweClutterArchSmall01,13,7,135659,-79911,43321,232.8
STAT,0008976D,DirtCliffs02VolcanicDirt01,13,12,134961,-18152,16599,52.5
STAT,000513B3,ImpExtBldgSecondStraight02,13,6,76254,-34885,109440,1143.3
ALCH,000669A2,FoodVenison,13,7,15462,-43980,108804,1140.5
STAT,0005FBCA,DwePipeEnd01,13,4,167427,-12668,1799,0.4
STAT,0008863F,RoadStraight01ReachDirt01,13,8,-140489,21888,23302,68.2
STAT,00056AE5,RockPileM02RiverbedEdgeReach,13,8,-145200,5488,38210,159.9
STAT,00052B5C,DwePlatWallStair01,13,5,-128355,4156,35505,6.9
STAT,00056AD7,DirtCliffsCornerIn01Moss,13,12,-126448,25872,43368,235.4
STAT,000B4386,RockCliff01FrozenMarshGrass01,13,13,-38275,85094,17379,38.8
STAT,000D9304,BurialCairnStatic01LDirt02,13,5,-36620,15674,48288,150.3
STAT,000F026D,BFXOilBarrelClosed02Static,13,2,-41816,-85082,1163,0.2
IDLM,000F6EDF,BlowHornStormcloak,12,7,77933,-36730,67040,556.8
STAT,00027483,SkyrimCloudDistant02_50,12,12,-3674,-47915,126731,2376.4
STAT,0010C4B9,INV_SkyrimCloudDistant05,12,12,-40231,14868,160176,3744.7
FURN,000BAD0C,CraftingAlchemyWorkbench,12,12,-5959,-7223,144118,2636.5
FURN,0006D90F,CommonChair01R,12,12,53417,-34117,115314,1415.3
FURN,00066015,DweFurnitureBench01,12,3,-131407,22549,73382,418.1
TXST,000BB9CC,DecalGiantSymbols01Big,12,5,10300,-3373,120590,376.8
WEAP,00020154,DummyWarhammer,12,12,-7854,2201,103353,1943.6
CONT,000F1F66,TreasBanditChestSnow,12,11,44012,14056,108519,1881.0
STAT,000C0192,GiantObeliskBlue04_MountainSlab,12,8,14403,18085,55985,195.6
STAT,0005CCBE,ShackFrameMEnd01,12,10,28714,6608,104880,1772.5
STAT,00043947,DirtCliffsIsland01Tundra,12,8,7053,3336,29518,130.6
STAT,0008278D,WRBrazier01,12,7,21028,-4371,10649,17.3
STAT,0006EAB8,WRFenceBase64ShiftR01,12,7,24443,-11829,10413,13.7
MSTT,000FD0D1,FXSplashHeavyWater,12,12,22277,-12011,88286,1579.3
CONT,00092B13,BarrelIngredientUncommon01,12,10,35299,-16734,97516,1050.8
FLOR,00052185,GiantSkewer01CharredSkeever01,12,10,18463,25238,64581,681.7
MSTT,00097ED8,CivilWarBannerImp04,12,10,-22516,61340,101473,1083.2
DOOR,000ECCE8,DwePtnDoor01NoName,12,6,61664,49837,40086,182.6
STAT,00028A88,NorTmpExtDebris06Snow,12,11,15793,24258,86448,1327.1
STAT,001083D7,FarmBannerPost01,12,7,-10395,29725,106233,1194.5
STAT,0006F705,ShipStairs01,12,7,72278,8575,136292,1135.7
STAT,0004D709,DirtCliffs02FieldGrass01,12,12,-48405,23000,58453,476.9
STAT,0002BC10,ImpExtWindow01Dark,12,5,-38657,-25423,53060,153.5
STAT,000A2FEF,FalmerTotem01Snow,12,4,92055,59551,40765,162.5
STAT,000395AE,RockPileL03Wet,12,11,85544,800,102256,1671.0
STAT,000674BB,RockPileS02FieldGrass01,12,10,-52498,31500,60702,385.7
STAT,0005DFE6,NorDragonStatueMetal03Snow,12,7,26904,56951,79717,978.1
STAT,000CA4CD,BoneHumanLegLStaticSnow,12,9,4010,59662,125425,2363.9
CONT,00020671,TreasDraugrChestBoss,12,12,43379,1521,122503,3000.0
ACTI,0010D03F,MineOreCorundum01_LRocks,12,12,23989,-9492,99837,1441.3
STAT,0005AD45,MineScaffoldFreeRope03,12,12,25582,-25018,97887,1631.6
MSTT,0002A5FD,RuinsLargeUrnChunk02,12,7,-17751,-12560,115623,1609.2
STAT,00065CA4,GlacierRubbleTrim02_LightSN,12,11,115564,87359,35645,165.7
MISC,0005AD9E,IngotGold,12,2,138761,96457,51083,0.3
STAT,000455AB,MineWoodplanks02,12,7,89302,73986,79812,552.4
STAT,000CC75F,IcePileL01SnowRocks01,12,10,113895,82553,86495,404.5
STAT,000E6472,ImpExtIceRubble01_NoIce,12,6,113212,11845,18988,7.3
STAT,000C9B55,ImpExtIceArchSupport01_NoIce,12,2,119669,18290,1239,0.3
FURN,0006B57B,NobleBench01,12,5,88467,110766,61141,18.7
STAT,0004D7B0,WalkwayStairs3,12,10,25377,-51196,79734,1114.0
STAT,00060165,CivilWarBanner02,12,7,40217,-50878,111283,1663.7
LIGH,0008278A,WRLightFireStreet01,12,8,10950,-45216,45018,54.3
STAT,0003A1FA,NorVineWall03NoCol,12,4,-4300,-58197,87428,293.1
STAT,00018C9E,RockPileS04PineForest02,12,9,-36305,-68779,29317,109.4
STAT,000627EE,WRStableStr01End,12,7,23390,-12845,8856,8.3
STAT,0006EAA8,WRFenceBase4Way01,12,8,21782,-13686,7560,8.5
STAT,000A88CF,WRFenceBaseRubble01,12,4,19744,-17508,2716,1.1
STAT,000C49E6,BoneHumanArmRStatic,12,10,14881,-23754,108766,1835.3
LIGH,000B735D,SLightCandleStreet01,12,12,-54987,93976,52618,282.1
STAT,00079F94,HHSteps05,12,5,70175,-55824,2726,1.2
STAT,000ACB04,HagravenHouse01,12,12,-84928,-12267,111628,1492.6
STAT,0006699F,RockShelf01FallForestDirt01,12,9,152830,-99374,26227,91.1
MISC,0005ACDC,OreEbony,12,4,159325,-10511,29027,6.6
STAT,000B233E,OrcAwningPartitionB01,12,5,31123,-50458,145031,1397.3
STAT,0001AE17,StockadeWallCornerOut01,12,6,-65702,-20641,93996,1039.0
STAT,00068796,DweClutterBowlShape01,12,4,-143066,13369,34124,120.0
STAT,0007FC4B,RockCliff01ReachMoss01,12,11,-132096,29041,42849,278.3
STAT,00056ADC,DirtCliffs04Moss,12,11,-135366,38009,27811,149.5
STAT,0007E606,RockCliff07ReachMoss01,12,12,-123281,4286,45453,271.5
STAT,00080384,RockPileS02ReachGrass01,12,12,-139166,27761,42680,362.8
STAT,00056AD5,DirtCliffs02Moss,12,11,-121339,7781,50934,254.0
STAT,0004F8F7,ShipWoodBeamStraight02,12,2,-122593,130752,7969,2.8
STAT,00022831,RockPileL04PineForest01,12,12,-73016,47545,66750,356.4
STAT,000B01D9,RockPileL03FrozenMarshGrass01,12,11,-38696,75972,17885,40.8
STAT,0010C4A4,INV_SkyrimCloudShape02_O,11,11,22870,45774,85534,1215.1
STAT,00027447,SkyrimCloudDistant04_50,11,11,-21700,-15623,160081,3621.8
ACTI,00106A25,Water1024CreekFlowSW,11,7,-36353,-54098,53673,173.3
WEAP,00013790,IronWarAxe,11,11,65541,-17200,109930,1861.4
FURN,00038A49,CreatureAlcoveMarker,11,9,-3155,22104,110192,1790.1
FURN,000A4ABA,FarmTableBench02,11,8,-52502,7746,96645,1714.8
FURN,000A91BF,WoodChoppingBlockSnow,11,10,71529,39603,98600,1813.4
ACTI,000B2178,DialogueWinterholdInitialTrigger,11,4,109297,102661,2497,1.2
FURN,000A4ABB,FarmTableBench01,11,9,10246,-8766,119832,1908.7
STAT,00027472,SkyrimCloudDistant03_O,11,11,26565,-89525,125438,1044.0
STAT,00099568,TreePineForestLog02Light_SN,11,11,-16257,38215,103638,1626.8
STAT,0005CD76,ShackRoofSide04,11,10,7709,-38574,96525,1376.8
ALCH,00064B3A,FoodPotatoesBaked,11,10,39321,12721,123065,2666.3
STAT,000AD24E,RockAnimalDen,11,11,56369,-38492,96233,1730.5
MSTT,0006D617,Hook,11,11,75498,12674,96363,1567.3
STAT,0006F762,ImpExtIceBldgCorner03,11,9,-33809,77558,113973,1519.2
STAT,0006F76D,ImpExtIceBldgSecondCorner03,11,8,19252,8416,106795,1221.6
STAT,0006F76B,ImpExtIceBldgSecondCorner01,11,9,20615,48039,102714,1660.8
STAT,0002EE86,RockCliff02Rocks01SnowCustom02,11,7,-17883,54342,84782,906.4
ACTI,000F964B,dunStoneFoundTrigger,11,11,22732,21392,124430,3067.3
STAT,0006E1E9,MountainCliff04_SparseSN,11,11,77886,-6146,135931,1899.5
STAT,000765F8,DweRubblePile05Snow,11,7,54844,45672,59265,457.8
INGR,00077E1E,MountainFlower01Purple,11,7,-1213,40208,100928,1541.6
STAT,000C841C,GlazedCandlesStatic,11,5,-10279,40492,116473,708.4
STAT,00055119,DweFacadeHallSm3way01,11,7,-34959,57258,112949,794.3
STAT,0002A337,StockadeScaffoldBase4Sided01Light_SN,11,7,-21045,65446,112728,1418.6
STAT,0004EFCF,DweFloorRaised01,11,5,-137174,15978,56749,292.7
ALCH,00064B35,FoodCheeseWheel01B,11,11,15263,34240,138120,2516.3
STAT,0002A341,StockadeScaffoldTop2Sided01Light_SN,11,4,68351,89186,63549,215.7
INGR,0001B3BD,Snowberry,11,5,88289,39569,71917,616.4
STAT,0001C570,Walkway01,11,4,3023,-44142,74092,962.7
STAT,00040B36,ImpExtTowerShellStairs01,11,10,87438,-65830,69156,769.6
MSTT,0003BC42,RuinsPot03,11,8,89635,8974,108092,2130.1
MSTT,00054181,SpitPotOpenLoose01,11,10,60558,8198,108139,1784.1
STAT,000B5F20,TreePineForestUprootedStump01Heavy_SN,11,11,53746,56159,77361,448.0
STAT,0004F8EA,ShipWoodplanks02,11,8,43006,67681,139660,1658.1
STAT,000D5573,RockPileM01Snow01_LightSN,11,11,37742,11284,101941,1590.4
STAT,000D5713,CrateSmall03WeatheredSnow,11,7,36546,86531,105793,497.0
STAT,000687A7,StockadeWoodplanks03Light_SN,11,6,74308,72355,65038,257.9
INGR,00034CDF,SaltPile,11,7,-1439,9257,115612,1016.8
STAT,00028A85,NorTmpExtDebris03Snow,11,8,-5761,36893,84061,860.9
STAT,0001E686,NorTowerRuinsRamp01,11,10,-67932,-3171,102086,1003.7
STAT,00030B00,NorTmpExtPlatExSmFree01Snow,11,9,5002,36642,91360,1435.5
STAT,000C79C8,BoneHumanLegRStaticSnow,11,7,59870,68132,107111,1662.6
STAT,0006CFCD,NorRubblePiece02snow,11,10,80951,23202,65833,501.4
STAT,0002A33B,StockadeScaffoldBase1Sided01Light_SN,11,1,92926,90666,996,0.1
STAT,00022668,RockCliff01RiverBottom01,11,10,47769,43645,122233,2291.0
STAT,0002266F,RockCliff07RiverbedEdge01,11,8,22402,31605,111484,1735.4
STAT,000EE3A1,IcePileL02coastbeach01,11,11,88814,110651,87764,786.5
STAT,000E6479,ImpExtIceRubble06_NoIce,11,3,91960,-7255,64201,14.1
STAT,000A0EB3,MountainCliffSm01_SparseSN,11,11,77341,-19531,132227,1762.9
STAT,00013303,DirtCliffs01,11,9,20224,-40673,37253,82.1
STAT,0005EB20,RockCliff05SnowLight,11,11,8690,27854,103898,2027.8
STAT,00013974,DirtCliffsIsland01,11,8,3314,-29479,65024,852.0
STAT,000AB902,ImpExtIceStairs03,11,5,51157,-50127,73435,123.0
ALCH,00064B3C,FoodSlaughterfishCooked,11,5,96436,-33179,93697,1586.1
STAT,0005CCC5,ShackFrameTurnCorner02,11,8,5641,-10500,98925,1486.0
STAT,00034459,NorRubblePiece02,11,8,-35201,-37660,28932,78.4
STAT,00034458,NorRubblePiece01,11,10,-47155,-36931,68123,758.4
STAT,000C49E7,BoneHumanFootLStatic,11,5,23015,-49934,70953,795.2
ALCH,00064B42,FoodTomato,11,3,-49109,42165,56665,116.9
STAT,0003F943,ImpExtBridge01,11,10,71226,-50251,102239,1249.4
STAT,0003AF96,RoadSignHelgen01R,11,11,97277,-84174,59171,132.1
STAT,0004094A,RockCliff02PineForest01,11,8,-68024,66387,107155,703.7
STAT,0005D095,MountainTrim02RiverbedEdge01,11,9,41051,-61450,63100,182.9
STAT,0007E898,HHSteps13,11,3,71601,-56117,2105,0.5
STAT,000B014E,RockPileL04FallForestGrass01,11,10,159833,-99590,36147,180.6
MISC,00034CD4,RuinsScissor,11,8,25193,-13332,118625,1359.0
MSTT,000E8B39,FishingPole01,11,9,24345,-12821,128411,1716.9
